,Predictions
335,0.34817537316156066
336,0.3521081320323247
337,0.39076278107431206
338,0.3536916691341694
339,0.4044768375448091
340,0.33545736401125925
341,0.38067883364154775
342,0.3790759516503156
343,0.41656549215414984
344,0.4588091028319673
345,0.3696142792932282
346,0.38467118468761896
347,0.29528537241717756
348,0.3532935733810252
349,0.32061851624537463
350,0.3253668323458112
351,0.2902273021228249
352,0.2845906203864501
353,0.31268114621692555
354,0.3195647145257696
355,0.29756426335246067
356,0.25914625268309965
357,0.38694931661667253
358,0.29624756585323075
359,0.31954805320867163
360,0.3109436679022083
361,0.2919177437996384
362,0.3014204127236768
363,0.2825826100158484
364,0.32790254686808185
365,0.29226118715154603
366,0.3269586990954164
367,0.3259769710596543
368,0.30158175483849603
369,0.32394793879576067
370,0.3304835956784551
371,0.4142215609665273
372,0.2996271787753031
373,0.3482990678848047
374,0.31296309140585976
375,0.30834851865712887
376,0.28599581526493
377,0.29930691553294675
378,0.2568082824191083
379,0.29495930581370977
380,0.2970408852553791
381,0.2898009087329573
382,0.2847663544796031
383,0.287366960302175
384,0.3039862913940008
385,0.28206175570339276
386,0.2796294580115385
387,0.2920174615284141
388,0.2823617654101188
389,0.28925709992261617
390,0.2568028773875496
391,0.30500940207029037
392,0.26825032254981984
393,0.28736187798038926
394,0.2803263775354152
395,0.30327848148263437
396,0.284197534209057
397,0.2963545522412455
398,0.36292271297758594
399,0.2747210431390632
400,0.2408588950598364
401,0.21788812227458026
402,0.20185499797892237
403,0.18660238424039563
404,0.210376211529763
405,0.16289776791885632
406,0.19172680829326746
407,0.19504674589374735
408,0.19291053700836117
409,0.1933441518834695
410,0.18904206404442056
411,0.189616343961632
412,0.19154357923660184
413,0.18386991613416512
414,0.1890765390535233
415,0.1856342922455773
416,0.1908699601040593
417,0.16797742685384182
418,0.1991504459553972
419,0.17718806411833854
420,0.18744053563310867
421,0.18386410900513597
422,0.19902928399343728
423,0.18592133089221116
424,0.19713492687549053
425,0.25304548366140134
426,0.18279537416823136
427,0.1676876528819813
428,0.16837606761548837
429,0.14048834701710333
430,0.1316092141707587
431,0.1536293765150549
432,0.10757508018958575
433,0.12828609211998013
434,0.13458358043252788
435,0.13390749903473162
436,0.13795980221181692
437,0.1318187518241395
438,0.1305394383242568
439,0.1336819188731228
440,0.130589404469584
441,0.1326949880532975
442,0.13215221055752463
443,0.13414003053601925
444,0.11486049166995639
445,0.13835605487030014
446,0.12371922201270019
447,0.13018245017582694
448,0.12339436078398874
449,0.13762198674284848
450,0.12905538166660788
451,0.13958609471713151
452,0.18494469926367907
453,0.12779052480230488
454,0.06771248330967021
455,0.06069127153319044
456,0.056593889205161105
457,0.05219708723122973
458,0.05848803623581436
459,0.05405824852957104
460,0.059287591346011484
461,0.05315249200772973
462,0.054021120546758325
463,0.06067741862662519
464,0.054387934175074856
465,0.05823881941068325
466,0.05569174086637216
467,0.05117746329445043
468,0.05421062111447672
469,0.05881533128634589
470,0.058873325411235924
471,0.048708621676366706
472,0.056934475414049585
473,0.05594773383181485
474,0.04931956138436294
475,0.04831629433749729
476,0.06046285128555515
477,0.0563214369993863
478,0.056534444687170685
479,0.07017333281830633
480,0.06585149037298381
481,0.39731809373298876
482,0.3226758924831564
483,0.4300862140037013
484,0.45844049851096946
485,0.3887212030521108
486,0.3361329291664503
487,0.42205034593837987
488,0.41560601431593347
489,0.42860368524055303
490,0.3515331589856997
491,0.3382341363189242
492,0.42496869679234706
493,0.3511190532322713
494,0.4281023364936317
495,0.38833841562903815
496,0.36370166387416425
497,0.35136280641501183
498,0.34721401674872543
499,0.3865009640667425
500,0.35917836582240237
501,0.4044009438228666
502,0.36640561520465553
503,0.37852429311319125
504,0.3972368216305402
505,0.4108434926042511
506,0.48085732538918613
507,0.37737486709673085
508,0.10835447064986783
509,0.11953661297498568
510,0.09220520277570211
511,0.08904873765410015
512,0.10657825998728129
513,0.07293959010233095
514,0.08402746003217997
515,0.08877485847142812
516,0.09458713577913391
517,0.09471681534958612
518,0.08659979146426561
519,0.08817814722541678
520,0.0908182575559704
521,0.08699610305227502
522,0.08851923596265233
523,0.08675197363047096
524,0.09189968439322867
525,0.0818814418885029
526,0.08990377438117189
527,0.08190388431832277
528,0.08544258177062161
529,0.07639894297539224
530,0.09027954452723408
531,0.08270973485508583
532,0.09164117996180154
533,0.12363693874833251
534,0.08668264605223262
535,0.1406950798221921
536,0.14245772886736102
537,0.11673629114573361
538,0.1090971734448587
539,0.12993459594361687
540,0.08857638105802555
541,0.10315798966684137
542,0.10934153383992119
543,0.1114397558208478
544,0.11722548429339665
545,0.10878744964820931
546,0.10679190402539762
547,0.11258004307871977
548,0.11005017279824379
549,0.11030783750542446
550,0.1074272103967134
551,0.11192570672964923
552,0.09461022361726042
553,0.11282928773585328
554,0.10142931533935035
555,0.10858351096596383
556,0.09941543288341652
557,0.11480226336635604
558,0.10666011312875748
559,0.11564933140511612
560,0.15544657297502998
561,0.10425917455430998
562,0.2418492081170863
563,0.2514838186506301
564,0.2666258442997903
565,0.24810260139557958
566,0.2654162557573161
567,0.2304968374877701
568,0.24333694743334697
569,0.23703886081299966
570,0.23831912356139276
571,0.24477102964274147
572,0.2499865445632448
573,0.26934859118298016
574,0.2838513777396092
575,0.24791830501045772
576,0.2616824632411482
577,0.23830190076200616
578,0.20340355688110442
579,0.23156050830728586
580,0.23077824362419333
581,0.22917994433102007
582,0.24321289532793008
583,0.23785673488585765
584,0.23968394483536945
585,0.22189783927020534
586,0.2465811122533573
587,0.2536999238704324
588,0.29698416100936753
589,0.29028735845292497
590,0.3118680986088914
591,0.2653192728809399
592,0.2991484517974893
593,0.2721740501305543
594,0.28090268973499766
595,0.28706445260817703
596,0.27287066079239586
597,0.2844145196276563
598,0.3078067372548735
599,0.2724088119520103
600,0.33868324985204923
601,0.2864939622065127
602,0.2949963617008572
603,0.2760131262551523
604,0.23458639102328926
605,0.2755385820209577
606,0.26079514811136495
607,0.2605195422213883
608,0.28040816118265843
609,0.2737148801743494
610,0.26356078020686313
611,0.25692986426132813
612,0.28258898308046776
613,0.280652317925976
614,0.30102724263510716
615,0.314728261027011
616,0.3014127091392881
617,0.23372471061285718
618,0.3230961227696899
619,0.3020114834068621
620,0.280644283871456
621,0.2937065787389864
622,0.2816059443781873
623,0.2758641538151233
624,0.31119526914292617
625,0.26895551704756926
626,0.30453617713433156
627,0.2866607766447319
628,0.31316716234869324
629,0.2817875455007802
630,0.21920993498880584
631,0.2738979001161477
632,0.25328260339576714
633,0.252476874126805
634,0.296417775052092
635,0.2709512903282141
636,0.28610685983421846
637,0.27210229827474364
638,0.2865398853950317
639,0.2632611436999046
640,0.21887814434125472
641,0.2136501431812101
642,0.23255405711367202
643,0.19765821697456368
644,0.2293379889317779
645,0.1903065296877466
646,0.20528324226498254
647,0.19832535718817715
648,0.19805713351362284
649,0.2137650923026503
650,0.2263948642502775
651,0.20946753403587426
652,0.2479304450578733
653,0.21024370518466948
654,0.22140593135606232
655,0.2053540024563552
656,0.17226225716288662
657,0.20848773057154518
658,0.1927492859858616
659,0.19029785530170992
660,0.20613248419583088
661,0.2088220515328644
662,0.1855158791871687
663,0.1839303419045767
664,0.21031157164938027
665,0.21524416469311847
666,0.23442314268980677
667,0.2535118605780794
668,0.2512061924745991
669,0.24953995025800266
670,0.25492400193527887
671,0.22665907642345653
672,0.24203745494271386
673,0.23728588583085744
674,0.24002693339963097
675,0.2420078858232216
676,0.2397043772510953
677,0.2591328267224329
678,0.2782186363941497
679,0.24149069280007598
680,0.25627789700470893
681,0.2322533157257193
682,0.20834496974472846
683,0.22879754062573557
684,0.2248007586447824
685,0.23151518366613644
686,0.2391042882780687
687,0.23047532114176014
688,0.23586050099804798
689,0.22143988912888599
690,0.2438125296089754
691,0.2505293618371913
692,0.15134342497583944
693,0.1692283829262156
694,0.15900601523294852
695,0.1634491318758263
696,0.1667217150003207
697,0.1451919706049465
698,0.15929776587666802
699,0.14870740446214928
700,0.15466312439399038
701,0.15889194953664645
702,0.1552922129930411
703,0.16914040282060686
704,0.18945480903983594
705,0.15747940943362812
706,0.17182966329796856
707,0.15371433570938786
708,0.13961762284810872
709,0.15276324847196934
710,0.14090399715145233
711,0.15575621183299274
712,0.15824074448364242
713,0.14556103618305652
714,0.15282710321888865
715,0.1477228497567725
716,0.1630000851982417
717,0.16394253219437138
718,0.09943613681759213
719,0.12413198638887488
720,0.1084677678611387
721,0.10707420098396588
722,0.11489790295525912
723,0.09464909392571233
724,0.10828954983783784
725,0.09536429487228941
726,0.1068143280749199
727,0.1060705492832872
728,0.10345570206748837
729,0.11087960588071998
730,0.12580357458823255
731,0.10361859867202038
732,0.11448859149765891
733,0.09939630641555863
734,0.09260396929385412
735,0.10359783559460063
736,0.09156459699359654
737,0.10353719095759996
738,0.1041728335629096
739,0.09418924987909037
740,0.10576206189139757
741,0.09593621476112937
742,0.10765741257320685
743,0.1110372645538807
744,0.029112350822523683
745,0.028859701497183032
746,0.026837891654258317
747,0.019331854993831138
748,0.028284572746551412
749,0.013874928428423333
750,0.019679248665154955
751,0.015111343857264509
752,0.021132182711274983
753,0.024701050123331264
754,0.01910178674661847
755,0.03165847919924507
756,0.01953062256142872
757,0.022799995850711255
758,0.02324556636822779
759,0.01748167460583379
760,0.0159525783929126
761,0.01920360436338693
762,0.021725538605287323
763,0.018854152605581112
764,0.017322398377197346
765,0.021991783761326322
766,0.017257710008641305
767,0.022873459168757215
768,0.016340684104449735
769,0.032184007874641624
770,0.29253178492618104
771,0.306077999463817
772,0.29049720371027044
773,0.23531158713278563
774,0.32527798285073595
775,0.24710636338338568
776,0.29274615397866044
777,0.2542656038090725
778,0.26221679192659697
779,0.28335406340047176
780,0.3153921570763737
781,0.2856729137872479
782,0.3227599364069511
783,0.2720072622230425
784,0.29791981355864905
785,0.2716519434641457
786,0.2226502450922233
787,0.25776149928923475
788,0.24435082339686506
789,0.2323350460937482
790,0.2809769610244872
791,0.2657714686769137
792,0.24324600738947297
793,0.26040678837073916
794,0.2726689582620112
795,0.26272259636216333
796,0.0594904187733505
797,0.07456270499590383
798,0.06164340072069466
799,0.05978492444801524
800,0.06659846425412508
801,0.04807957338916048
802,0.05846480869318818
803,0.04604504143544856
804,0.05645662104427701
805,0.05341074361257646
806,0.057834399631505745
807,0.06419372042126097
808,0.07067566305636085
809,0.056247900538913126
810,0.0639844947170854
811,0.05003299623701685
812,0.052575006992629666
813,0.055794279971067284
814,0.04409114891361293
815,0.05439369557040363
816,0.053138908855889774
817,0.04479184515647194
818,0.06167271258991096
819,0.04956681950017182
820,0.057530692616609064
821,0.0635460825633368
822,0.07346677903238857
823,0.09524222910070758
824,0.08061311559832018
825,0.07931083488450051
826,0.09393185899615124
827,0.06564683731403927
828,0.08239789986472679
829,0.06774999488422441
830,0.0798873046575099
831,0.07752967171208414
832,0.07593120022197244
833,0.08344734678292423
834,0.09445380266016566
835,0.07615658448455802
836,0.08481429147422503
837,0.07190902428100465
838,0.07015945579514568
839,0.07506882846285637
840,0.06357985259398183
841,0.07775721661235915
842,0.0763600697720788
843,0.06639015860946715
844,0.07831328194320857
845,0.0721487435926725
846,0.0801653579453032
847,0.08404894066382543
848,0.08381724670713256
849,0.08150511071797503
850,0.08198182659567949
851,0.08246453535768375
852,0.08281215329357475
853,0.08569833559243478
854,0.08433963135868613
855,0.08564667393428585
856,0.08461580589521245
857,0.09312128331277983
858,0.08469158253453568
859,0.08176929948590173
860,0.0873893527047922
861,0.0835874990446385
862,0.08531295726242857
863,0.08536194532496028
864,0.08218301937985123
865,0.07932496928901389
866,0.08534632881018295
867,0.08055981036506576
868,0.07865336952454763
869,0.07279544694905013
870,0.07885875675273643
871,0.08196460604296318
872,0.0760346952822969
873,0.10793598263175405
874,0.10236464736595374
875,0.10592800098856023
876,0.10386853410986263
877,0.10552340940218313
878,0.10560159144769155
879,0.1085808065416734
880,0.11031135909875506
881,0.1020699941872939
882,0.12262291161305028
883,0.10615775334335217
884,0.1020310623827187
885,0.11188364549498575
886,0.10576765771214294
887,0.10566301145359319
888,0.1100425995872763
889,0.09986482726391871
890,0.09890787617986724
891,0.1077321435677559
892,0.0984249449516994
893,0.09386477495032408
894,0.08157599078757286
895,0.09424750777648375
896,0.10595205331082391
897,0.09493593328847166
898,0.15217029845854033
899,0.14357624878634617
900,0.14988698191820396
901,0.143708534473262
902,0.15125940148133954
903,0.13964968238685044
904,0.16130494125765166
905,0.15198023449032422
906,0.14700380762316934
907,0.18152486176046861
908,0.15660176754428376
909,0.14283488814122652
910,0.16020269024159217
911,0.1524919990499693
912,0.15252189213328976
913,0.16288312229753457
914,0.14102736119819706
915,0.1503647211055419
916,0.16176051944200312
917,0.13875387531532274
918,0.12781474504975088
919,0.12698055304416747
920,0.14038619096222033
921,0.14843353294395156
922,0.13596802336067443
923,0.022871414658851147
924,0.022559138757138997
925,0.022432222518342412
926,0.022229725330002448
927,0.021296056101523575
928,0.02429424542170802
929,0.022512204463611935
930,0.0211948075073536
931,0.025207420618383325
932,0.02749207971223129
933,0.021622644360509313
934,0.024188230102263758
935,0.025400339073509942
936,0.02351766467777107
937,0.026116518494278818
938,0.02405142005523815
939,0.027450608422643075
940,0.028034966253663474
941,0.0290877354859988
942,0.027914039233307486
943,0.021238951436514622
944,0.026880629605770534
945,0.027450608422643075
946,0.021321534532787817
947,0.015274345067905454
948,0.028756538876805043
949,0.029684516926511056
950,0.029981324584884325
951,0.02981439134991884
952,0.02618849972921644
953,0.029923953317637725
954,0.029970361123562772
955,0.02646672178749225
956,0.028974938289270447
957,0.029955831562421098
958,0.030316246419806625
959,0.030717547867761735
960,0.03074031170201444
961,0.03151826829363322
962,0.030305282958485072
963,0.028464962159731988
964,0.028211058221574964
965,0.02303725943080212
966,0.02746388908751396
967,0.028403067527717873
968,0.0288806140608434
969,0.028053053506391465
970,0.02319833830003329
971,0.028403067527717873
972,0.02779841948963703
973,0.024280532871239657
974,0.02572272124624453
975,0.026349649760791377
976,0.029469347472877078
977,0.02730495833046434
978,0.02994700175771356
979,0.028307687523145914
980,0.028578128414236542
981,0.02659813343054887
982,0.026445353020496193
983,0.020763077259686097
984,0.15816836950697188
985,0.15051020394295384
986,0.15650480756661472
987,0.15103925818063102
988,0.15713335878617846
989,0.1486229942044311
990,0.16507140727536768
991,0.15934157957459938
992,0.1518084759908554
993,0.1821611192833984
994,0.16089519361070734
995,0.14914312724607054
996,0.16465096773108373
997,0.15628955165486805
998,0.15653635303305277
999,0.16587509859477256
1000,0.1478311248568585
1001,0.152829504748934
1002,0.16341879635718132
1003,0.14524758722014086
1004,0.13614340973709232
1005,0.1301578858388104
1006,0.1445369211142831
1007,0.15502015570261046
1008,0.14373221475006456
1009,0.11572662362265718
1010,0.11004176558176715
1011,0.11362509924784331
1012,0.10687608945769822
1013,0.1191392679619365
1014,0.10480900618831698
1015,0.12877229815750996
1016,0.12443899407081785
1017,0.11659139142598507
1018,0.14852182541084427
1019,0.12421040380357473
1020,0.10212196143738655
1021,0.13380068521891383
1022,0.12791644323209667
1023,0.12592871174181403
1024,0.12419293685286084
1025,0.11199913335548295
1026,0.11784345305475327
1027,0.14696498812734674
1028,0.10551023494439882
1029,0.09494215094138372
1030,0.09718807831529325
1031,0.11713723591255232
1032,0.11650604676258666
1033,0.1048639871351485
1034,0.07531891756676679
1035,0.07143145814781715
1036,0.07132779256331193
1037,0.06842515619716294
1038,0.06769949710562573
1039,0.07143145814781715
1040,0.06624817892255122
1041,0.07386759938369228
1042,0.07143145814781715
1043,0.07858438347868443
1044,0.07822155393291577
1045,0.06806232665139433
1046,0.07169062210908053
1047,0.07023930392600605
1048,0.07169062210908053
1049,0.07143145814781715
1050,0.07096496301754332
1051,0.06769949710562573
1052,0.11799912811848856
1053,0.11608978178762316
1054,0.11136344082597424
1055,0.1178908452593995
1056,0.10821918279441373
1057,0.10941928474026347
1058,0.10514469007026686
1059,0.11230423088649547
1060,0.10284705702412147
1061,0.11607362539983668
1062,0.11573306857165636
1063,0.11259845175583519
1064,0.11159080445456188
1065,0.11514754708175812
1066,0.11101373847050197
1067,0.10826179558559171
1068,0.11423444107595851
1069,0.1643819714964069
1070,0.11222834442102059
1071,0.14799454543321408
1072,0.11114522905569982
1073,0.1065287460492376
1074,0.11097919400532283
1075,0.11220582817930536
1076,0.10350979502483995
1077,0.11027254582874543
1078,0.12070111551742216
1079,0.11560578197552235
1080,0.153079311547598
1081,0.1553193413691442
1082,0.14449284579956043
1083,0.15247476343412272
1084,0.14004273496639488
1085,0.14353668109554907
1086,0.12499606314409431
1087,0.135631279651556
1088,0.13175069342102877
1089,0.15025784005559453
1090,0.14929668725533565
1091,0.14156803292301245
1092,0.14565458939342438
1093,0.13423131588326326
1094,0.14026670512406442
1095,0.13554921190982996
1096,0.14352641122841953
1097,0.1924631495297626
1098,0.14656329631103224
1099,0.1818187339836361
1100,0.14739517788996284
1101,0.14565341203421647
1102,0.14972041043405762
1103,0.13469626868128834
1104,0.13587401814354563
1105,0.1502408658530268
1106,0.12144053973487065
1107,0.127174817429868
1108,0.1968999454498195
1109,0.19185552263405456
1110,0.19277984579453786
1111,0.19441772609461244
1112,0.19099818823607537
1113,0.17902979892160567
1114,0.1807312563335917
1115,0.19814587094859318
1116,0.1622722389088171
1117,0.19443145397275075
1118,0.19486243194694286
1119,0.19396876308363198
1120,0.18966853304926776
1121,0.19729990296965708
1122,0.19272402723330828
1123,0.18822319023688322
1124,0.1884052943653877
1125,0.24451743503600984
1126,0.1820085127780495
1127,0.23068652262032033
1128,0.16647835647068973
1129,0.1819226647997379
1130,0.19360771211179165
1131,0.1882403607311808
1132,0.15578080278320316
1133,0.18251613808593628
1134,0.2020368127304186
1135,0.20740116571208553
1136,0.06952460852191805
1137,0.06608664124864859
1138,0.06409651663160229
1139,0.07033683397060711
1140,0.059826822945036495
1141,0.06294388885455969
1142,0.03874038891740422
1143,0.04348510588328089
1144,0.05825914914181646
1145,0.062363288479500484
1146,0.06887102599715032
1147,0.06303836868805784
1148,0.07057073244551537
1149,0.055439638145201975
1150,0.06127957126570677
1151,0.059139803018794276
1152,0.06533723631140902
1153,0.1140595046260712
1154,0.06865510418833469
1155,0.07280470911452416
1156,0.0649568768383276
1157,0.06397294508812161
1158,0.07014090843119775
1159,0.06126501376722658
1160,0.057297715948960465
1161,0.06970796256539498
1162,0.039942515533405665
1163,0.020697878903163748
1164,0.0540047738010221
1165,0.0482718224486382
1166,0.0508280309128617
1167,0.05743283455269797
1168,0.049067592153497486
1169,0.04762779509839954
1170,0.04955622828672605
1171,0.05219574485926043
1172,0.04920849226973063
1173,0.053290604858678994
1174,0.04993373828947817
1175,0.04969584528973103
1176,0.051082779979810436
1177,0.051642067780997114
1178,0.051146715375790464
1179,0.045307412042549
1180,0.05492788547007611
1181,0.08816089986573802
1182,0.046913830738414056
1183,0.062157898781917714
1184,0.05324559090556413
1185,0.04385729890731424
1186,0.04659866940207577
1187,0.055092110356974686
1188,0.044693157818518695
1189,0.041832970454923415
1190,0.05788263566042928
1191,0.048126425472445084
1192,0.04713811081061477
1193,0.04241909386061249
1194,0.04420002026858735
1195,0.05021338063318179
1196,0.042602281940483475
1197,0.04248596841037566
1198,0.04805946862655788
1199,0.05140198076656502
1200,0.0426554443748228
1201,0.045746728213526405
1202,0.04352035892764579
1203,0.04815450507665578
1204,0.04536205685569966
1205,0.05081485271353986
1206,0.043048699028492815
1207,0.03795482331536233
1208,0.04916465507548701
1209,0.0737348435526141
1210,0.0471713075951429
1211,0.05919299065028728
1212,0.05044157705163192
1213,0.03836925828883937
1214,0.0465003702022628
1215,0.052585490634274826
1216,0.04564715094308358
1217,0.034899293804222256
1218,0.05030560195507787
1219,0.04078972016445881
1220,0.20290270270826793
1221,0.2094162772040363
1222,0.1950082563585858
1223,0.19906491908452012
1224,0.18755772279032398
1225,0.20038459286666263
1226,0.18615303415670922
1227,0.20110037589732943
1228,0.18636094381090043
1229,0.20829477636261803
1230,0.1991204176697358
1231,0.19283821411373328
1232,0.18384577514064268
1233,0.19832608388971623
1234,0.19677533426820645
1235,0.18608136730418137
1236,0.19172537012818383
1237,0.2428779637485465
1238,0.1939382519114113
1239,0.23480140073777564
1240,0.18765993580795395
1241,0.1848337483457488
1242,0.19835181019350404
1243,0.1782731032606118
1244,0.18053982786255343
1245,0.1909825582964487
1246,0.21739524065729995
1247,0.23182721189512176
1248,0.18443509179016065
1249,0.1847437350236897
1250,0.18015371729654855
1251,0.18249515295137633
